实体1,实体2,关系
单变量特征选择：单变量特征是基于单一变量和目标y之间的关系，通过计算某个能够度量特征重要性的指标，然后选出重要性Top的K个特征。但是这种方式有一个缺点就是忽略了特征组合的情况,目标,answer2feature
单变量特征选择：单变量特征是基于单一变量和目标y之间的关系，通过计算某个能够度量特征重要性的指标，然后选出重要性Top的K个特征。但是这种方式有一个缺点就是忽略了特征组合的情况,特征,answer2feature
单变量特征选择：单变量特征是基于单一变量和目标y之间的关系，通过计算某个能够度量特征重要性的指标，然后选出重要性Top的K个特征。但是这种方式有一个缺点就是忽略了特征组合的情况,重要性,answer2feature
单变量特征选择：单变量特征是基于单一变量和目标y之间的关系，通过计算某个能够度量特征重要性的指标，然后选出重要性Top的K个特征。但是这种方式有一个缺点就是忽略了特征组合的情况,重要性,answer2feature
单变量特征选择：单变量特征是基于单一变量和目标y之间的关系，通过计算某个能够度量特征重要性的指标，然后选出重要性Top的K个特征。但是这种方式有一个缺点就是忽略了特征组合的情况,特征,answer2feature
单变量特征选择：单变量特征是基于单一变量和目标y之间的关系，通过计算某个能够度量特征重要性的指标，然后选出重要性Top的K个特征。但是这种方式有一个缺点就是忽略了特征组合的情况,特征,answer2feature
卡方检验,卡方,answer2feature
熵检验,熵,answer2feature
互信息熵,熵,answer2feature
"度量两个变量之间的相关性,互信息越大表明两个变量相关性越高;互信息为0,两个变量越独立",相关性,answer2feature
"度量两个变量之间的相关性,互信息越大表明两个变量相关性越高;互信息为0,两个变量越独立",相关性,answer2feature
KL散度,KL,answer2feature
KL散度,散度,answer2feature
相对熵,熵,answer2feature
均值,均值,answer2feature
中位数,中位数,answer2feature
有效性存疑，取决于特征列数,有效性,answer2feature
有效性存疑，取决于特征列数,存疑,answer2feature
有效性存疑，取决于特征列数,特征,answer2feature
生成的插值来源于其他列的特征，是不是意味着插值的结果已经是和其他列的组合高相关,特征,answer2feature
离散特征新增缺失的category,离散,answer2feature
离散特征新增缺失的category,特征,answer2feature
把全部结果都embedding化，对空值或者缺失值按照一定规则生成若干个hold位，以hold位的向量结果作为缺失值的结果,embedding,answer2feature
把全部结果都embedding化，对空值或者缺失值按照一定规则生成若干个hold位，以hold位的向量结果作为缺失值的结果,向量,answer2feature
可以参考YouTube中的新商品向量生成逻辑,YouTube,answer2feature
可以参考YouTube中的新商品向量生成逻辑,向量,answer2feature
可以参考YouTube中的新商品向量生成逻辑,逻辑,answer2feature
bert中的\[UNK]向量，\[unused]向量,bert,answer2feature
bert中的\[UNK]向量，\[unused]向量,向量,answer2feature
bert中的\[UNK]向量，\[unused]向量,向量,answer2feature
如果我们能在原始数据上发现明显规律，比如整体数据满足高维多元高斯分布，则可以通过未知列补全缺失列的值,原始数据,answer2feature
如果我们能在原始数据上发现明显规律，比如整体数据满足高维多元高斯分布，则可以通过未知列补全缺失列的值,高维,answer2feature
如果我们能在原始数据上发现明显规律，比如整体数据满足高维多元高斯分布，则可以通过未知列补全缺失列的值,多元,answer2feature
实际机器学习工程中，直接删除、众数填充和直接离散化方法用的最多,机器学习,answer2feature
实际机器学习工程中，直接删除、众数填充和直接离散化方法用的最多,离散,answer2feature
快速,快速,answer2feature
对原始数据的前提假设最少，也不会影响到非缺失列,原始数据,answer2feature
在深度学习中，hold位填充方法用的最多,深度,answer2feature
在大量数据的拟合条件下，能保证这些未知数据处的向量也能得到收敛,拟合,answer2feature
在大量数据的拟合条件下，能保证这些未知数据处的向量也能得到收敛,向量,answer2feature
在大量数据的拟合条件下，能保证这些未知数据处的向量也能得到收敛,收敛,answer2feature
而且通过随机构造的特性，保证了缺失处的\[UNK]向量，\[unused]向量的通配性,向量,answer2feature
而且通过随机构造的特性，保证了缺失处的\[UNK]向量，\[unused]向量的通配性,向量,answer2feature
|模型|ID3|C4.5|CART|,ID3,answer2feature
|模型|ID3|C4.5|CART|,CART,answer2feature
|特征选择|信息增益|信息增益率|Gini系数/均方差|,特征选择,answer2feature
|特征选择|信息增益|信息增益率|Gini系数/均方差|,增益,answer2feature
|特征选择|信息增益|信息增益率|Gini系数/均方差|,增益,answer2feature
1.构建根节点，将所有训练数据都放在根节点,训练,answer2feature
2.选择一个最优特征，按照这一特征将训练数据集分割成子集，使得各个子集有一个在当前条件下最好的分类,特征,answer2feature
2.选择一个最优特征，按照这一特征将训练数据集分割成子集，使得各个子集有一个在当前条件下最好的分类,特征,answer2feature
2.选择一个最优特征，按照这一特征将训练数据集分割成子集，使得各个子集有一个在当前条件下最好的分类,训练,answer2feature
2.选择一个最优特征，按照这一特征将训练数据集分割成子集，使得各个子集有一个在当前条件下最好的分类,分类,answer2feature
3.如果子集非空，或子集容量未小于最少数量，递归1，2步骤，直到所有训练数据子集都被正确分类或没有合适的特征为止,递归,answer2feature
3.如果子集非空，或子集容量未小于最少数量，递归1，2步骤，直到所有训练数据子集都被正确分类或没有合适的特征为止,训练,answer2feature
3.如果子集非空，或子集容量未小于最少数量，递归1，2步骤，直到所有训练数据子集都被正确分类或没有合适的特征为止,分类,answer2feature
3.如果子集非空，或子集容量未小于最少数量，递归1，2步骤，直到所有训练数据子集都被正确分类或没有合适的特征为止,特征,answer2feature
其中，D为数据全集，C为不同因变量类别k上的子集(传统意义上的y的种类),因变量,answer2feature
条件信息熵：在特征A给定的条件下对数据集D分类的不确定性：,特征,answer2feature
条件信息熵：在特征A给定的条件下对数据集D分类的不确定性：,分类,answer2feature
条件信息熵：在特征A给定的条件下对数据集D分类的不确定性：,不确定性,answer2feature
信息增益：知道特征A的信息而使类D的信息的不确定减少的程度（对称）：,增益,answer2feature
信息增益：知道特征A的信息而使类D的信息的不确定减少的程度（对称）：,特征,answer2feature
简而言之，就是在特征A下找到最合适的切分，使得在该切分下信息量的变换最大，更加稳定；但是这个有一个问题，对于类别天生较多的特征，模型更容易选中，因为特征类别较多，切分后的信息增益天生更大，更容易满足我们的原始假设,特征,answer2feature
简而言之，就是在特征A下找到最合适的切分，使得在该切分下信息量的变换最大，更加稳定；但是这个有一个问题，对于类别天生较多的特征，模型更容易选中，因为特征类别较多，切分后的信息增益天生更大，更容易满足我们的原始假设,信息量,answer2feature
简而言之，就是在特征A下找到最合适的切分，使得在该切分下信息量的变换最大，更加稳定；但是这个有一个问题，对于类别天生较多的特征，模型更容易选中，因为特征类别较多，切分后的信息增益天生更大，更容易满足我们的原始假设,特征,answer2feature
简而言之，就是在特征A下找到最合适的切分，使得在该切分下信息量的变换最大，更加稳定；但是这个有一个问题，对于类别天生较多的特征，模型更容易选中，因为特征类别较多，切分后的信息增益天生更大，更容易满足我们的原始假设,特征,answer2feature
简而言之，就是在特征A下找到最合适的切分，使得在该切分下信息量的变换最大，更加稳定；但是这个有一个问题，对于类别天生较多的特征，模型更容易选中，因为特征类别较多，切分后的信息增益天生更大，更容易满足我们的原始假设,增益,answer2feature
"在信息增益计算的基础不变的情况下得到的：I(D,A)=H(D)H(D/A)，同时还考虑了![](https://tva1.sinaimg.cn/large/006y8mN6gy1g925yr9z1vj306601f745.jpg),用划分的子集数上的熵来平衡了分类数过多的问题。",增益,answer2feature
"在信息增益计算的基础不变的情况下得到的：I(D,A)=H(D)H(D/A)，同时还考虑了![](https://tva1.sinaimg.cn/large/006y8mN6gy1g925yr9z1vj306601f745.jpg),用划分的子集数上的熵来平衡了分类数过多的问题。",熵,answer2feature
"在信息增益计算的基础不变的情况下得到的：I(D,A)=H(D)H(D/A)，同时还考虑了![](https://tva1.sinaimg.cn/large/006y8mN6gy1g925yr9z1vj306601f745.jpg),用划分的子集数上的熵来平衡了分类数过多的问题。",平衡,answer2feature
